"Gene","GSM7994873","GSM7994882"
"Fbxl15",158,139
"Fbxl16",3336,3259
"Fbxl17",740,745
"Fbxl18",134,182
"Fbxl19",48,47
"Fbxl2",531,577
"Fbxl20",235,225
"Fbxl21",0,3
"Fbxl22",403,423
"Fbxl3",168,162
"Fbxl4",37,13
"Fbxl5",447,364
"Fbxl6",74,66
"Fbxl7",17,21
"Fbxl8",6,8
"Fbxo10",186,125
"Fbxo11",917,808
"Fbxo15",0,3
"Fbxo16",41,36
"Fbxo17",4,11
"Fbxo18",131,169
"Fbxo2",877,675
"Fbxo21",670,470
"Fbxo22",145,212
"Fbxo24",1,1
"Fbxo25",484,399
"Fbxo27",36,23
"Fbxo28",319,354
"Fbxo3",265,276
"Fbxo30",22,24
"Fbxo31",680,594
"Fbxo32",178,317
"Fbxo33",569,576
"Fbxo34",670,651
"Fbxo36",4,7
"Fbxo38",178,158
"Fbxo39",0,0
"Fbxo4",44,38
"Fbxo40",0,0
"Fbxo41",1316,1206
"Fbxo42",104,111
"Fbxo43",1,1
"Fbxo44",379,302
"Fbxo45",369,335
"Fbxo46",133,112
"Fbxo47",1,1
"Fbxo48",4,1
"Fbxo5",16,11
"Fbxo6",109,120
"Fbxo7",169,183
"Fbxo8",125,85
"Fbxo9",546,573
"Fbxw10",4,1
"Fbxw11",671,529
"Fbxw13",0,0
"Fbxw14",0,0
"Fbxw15",2,2
"Fbxw16",0,0
"Fbxw17",59,50
"Fbxw18",0,0
"Fbxw19",0,0
"Fbxw2",567,567
"Fbxw20",0,0
"Fbxw21",0,0
"Fbxw22",0,0
"Fbxw24",0,0
"Fbxw26",0,0
"Fbxw27",0,0
"Fbxw28",0,0
"Fbxw4",198,226
"Fbxw5",237,210
"Fbxw7",4121,5679
"Fbxw8",135,108
"Fbxw9",62,62
"Fcamr",0,0
"Fcer1a",0,0
"Fcer1g",66,70
"Fcer2a",3,4
"Fcf1",251,272
"Fcgbp",2,0
"Fcgr1",19,11
"Fcgr2b",9,7
"Fcgr3",82,79
"Fcgr4",2,0
"Fcgrt",62,55
"Fcho1",294,455
"Fcho2",321,298
"Fchsd1",397,401
"Fchsd2",210,232
"Fcmr",1,0
"Fcna",3,4
"Fcnb",0,0
"Fcrl1",0,1
"Fcrl5",1,1
"Fcrl6",0,0
"Fcrla",0,0
"Fcrlb",1,0
"Fcrls",122,134
"Fdft1",425,409
"Fdps",151,153
"Fdx1",113,66
"Fdx1l",279,250
"Fdxacb1",27,10
"Fdxr",106,84
"Fech",229,252
"Fem1a",405,374
"Fem1b",780,708
"Fem1c",20,8
"Fen1",79,79
"Fendrr",8,9
"Fer",299,264
"Fer1l4",0,0
"Fer1l5",6,4
"Ferd3l",1,0
"Fermt1",9,0
"Fermt2",520,420
"Fermt3",72,53
"Fes",10,8
"Fetub",8,0
"Fev",0,0
"Fez1",100,146
"Fez2",234,242
"Fezf1",0,0
"Fezf2",763,649
"Ffar1",0,0
"Ffar2",2,1
"Ffar3",0,0
"Ffar4",0,0
"Fga",1,0
"Fgb",52,5
"Fgd1",455,373
"Fgd2",39,41
"Fgd3",18,37
"Fgd4",326,184
"Fgd5",27,30
"Fgd6",63,44
"Fgf1",308,245
"Fgf10",103,74
"Fgf11",155,62
"Fgf12",620,868
"Fgf13",1062,621
"Fgf14",211,254
"Fgf15",0,0
"Fgf16",8,1
"Fgf17",0,1
"Fgf18",20,21
"Fgf2",0,0
"Fgf20",0,0
"Fgf21",0,0
"Fgf22",0,0
"Fgf23",3,3
"Fgf3",0,1
"Fgf4",0,0
"Fgf5",13,24
"Fgf6",0,0
"Fgf7",5,2
"Fgf8",0,0
"Fgf9",231,251
"Fgfbp1",3,0
"Fgfbp3",62,43
"Fgfr1",558,178
"Fgfr1op",71,100
"Fgfr1op2",957,791
"Fgfr2",190,161
"Fgfr3",506,397
"Fgfr4",1,1
"Fgfrl1",159,140
"Fgg",13,0
"Fggy",36,55
"Fgl1",4,0
"Fgl2",9,7
"Fgr",1,0
"Fh1",432,401
"Fhad1",40,70
"Fhad1os1",0,0
"Fhdc1",28,32
"Fhit",8,28
"Fhitos",1,14
"Fhl1",232,240
"Fhl2",133,236
"Fhl3",3,8
"Fhl4",5,5
"Fhl5",0,0
"Fhod1",1,5
"Fhod3",53,227
"Fibcd1",652,26
"Fibin",23,12
"Fibp",208,201
"Ficd",47,62
"Fig4",94,56
"Figf",87,17
"Figla",0,0
"Fign",43,59
"Fignl1",5,2
"Fignl2",25,12
"Filip1",34,60
"Filip1l",88,87
"Fip1l1",585,503
"Firre",151,168
"Fis1",585,597
"Fitm1",0,0
"Fitm2",24,15
"Fiz1",34,50
"Fjx1",267,238
"Fkbp10",16,17
"Fkbp11",10,7
"Fkbp14",73,44
"Fkbp15",98,100
"Fkbp1a",7574,5629
"Fkbp1b",306,266
"Fkbp2",421,396
"Fkbp3",1487,1332
"Fkbp4",661,538
"Fkbp5",233,73
"Fkbp6",0,0
"Fkbp7",34,27
"Fkbp8",930,752
"Fkbp9",131,179
"Fkbpl",72,66
"Fkrp",264,295
"Fktn",248,270
"Flad1",39,45
"Flcn",158,145
"Flg2",0,0
"Fli1",53,62
"Flii",315,282
"Flna",216,228
"Flnb",323,341
"Flnc",6,4
"Flot1",625,606
"Flot2",471,498
"Flrt1",531,926
"Flrt2",568,907
"Flrt3",613,395
"Flt1",357,366
"Flt3",59,37
"Flt3l",31,17
"Flt4",10,12
"Flywch1",1376,1345
"Flywch2",66,97
"Fmn1",293,362
"Fmn2",925,1126
"Fmnl1",571,638
"Fmnl2",585,404
"Fmnl3",54,41
"Fmo1",26,17
"Fmo2",6,2
"Fmo3",0,0
"Fmo4",0,0
"Fmo5",16,11
"Fmo6",0,0
"Fmo9",0,0
"Fmod",25,54
"Fmr1",318,306
"Fmr1nb",2,0
"Fmr1os",0,0
"Fn1",140,114
"Fn3k",90,118
"Fn3krp",0,2
"Fnbp1",480,484
"Fnbp1l",323,1065
"Fnbp4",347,310
"Fnd3c2",0,0
"Fndc1",12,5
"Fndc3a",388,367
"Fndc3b",164,126
"Fndc3c1",0,0
"Fndc4",326,222
"Fndc5",754,571
"Fndc7",1,0
"Fndc8",0,0
"Fndc9",13,20
"Fnip1",530,516
"Fnip2",73,71
"Fnta",346,401
"Fntb",173,141
"Focad",194,150
"Folh1",29,13
"Folr1",1,25
"Folr2",4,0
"Fopnl",368,376
"Fos",93,184
"Fosb",85,125
"Fosl1",6,3
"Fosl2",364,210
"Foxa1",0,0
"Foxa2",0,0
"Foxa3",1,0
"Foxb1",0,1
"Foxb2",2,0
"Foxc1",66,73
"Foxc2",0,6
"Foxd1",8,15
"Foxd2",4,2
"Foxd2os",1,2
"Foxd3",0,0
"Foxd4",0,0
"Foxe1",0,0
"Foxe3",0,0
"Foxf1",10,1
"Foxf2",14,11
"Foxg1",1526,868
"Foxh1",0,0
"Foxi1",0,0
"Foxi2",0,0
"Foxi3",0,0
"Foxj1",57,56
"Foxj2",287,221
"Foxj3",248,170
"Foxk1",507,365
"Foxk2",342,365
"Foxl1",2,2
"Foxl2",9,7
"Foxl2os",0,2
"Foxm1",7,9
"Foxn1",0,0
"Foxn2",79,32
"Foxn3",329,288
"Foxn4",0,0
"Foxo1",459,273
"Foxo3",2,8
"Foxo4",124,108
"Foxo6",503,233
"Foxp1",2948,4585
"Foxp2",34,384
"Foxp3",80,108
"Foxp4",170,188
"Foxq1",80,64
"Foxr1",0,1
"Foxr2",3,1
"Foxred1",192,133
"Foxred2",97,91
"Foxs1",5,2
"Fpgs",37,50
"Fpgt",47,45
"Fpr-rs3",0,0
"Fpr-rs4",0,0
"Fpr-rs6",0,0
"Fpr1",0,2
"Fpr2",1,3
"Fpr3",0,0
"Fra10ac1",191,132
"Fras1",140,204
"Frat1",175,105
"Frat2",169,55
"Frem1",19,8
"Frem2",21,10
"Frem3",3,0
"Frg1",468,399
"Frk",2,6
"Frmd3",11,8
"Frmd4a",238,172
"Frmd4b",124,64
"Frmd5",73,101
"Frmd6",141,274
"Frmd7",80,38
"Frmd8",93,108
"Frmpd1",38,42
"Frmpd1os",3,4
"Frmpd3",33,37
"Frmpd4",157,119
"Frrs1",4,7
"Frrs1l",5567,6083
"Frs2",97,89
"Frs3",3,5
"Frs3os",0,0
"Fry",638,516
"Fryl",436,458
"Frzb",223,150
"Fsbp",16,17
"Fscb",0,0
"Fscn1",949,1697
"Fscn2",1,2
"Fscn3",0,0
"Fsd1",201,163
"Fsd1l",96,120
"Fsd2",2,3
"Fshb",0,0
"Fshr",0,0
"Fsip1",14,3
"Fst",19,22
"Fstl1",385,232
"Fstl3",29,22
"Fstl4",150,313
"Fstl5",386,165
"Ftcd",3,6
"Fth1",10304,7652
"Fthl17",0,0
"Ftl1",565,516
"Ftmt",0,0
"Fto",748,724
"Ftsj1",113,110
"Ftsj2",45,39
"Ftsj3",305,361
"Ftx",165,159
"Fubp1",1289,1029
"Fubp3",77,80
"Fuca1",268,238
"Fuca2",114,80
"Fuk",84,63
"Fundc1",164,132
"Fundc2",474,449
"Fuom",108,109
"Furin",289,271
"Fus",3267,3634
"Fut1",0,0
"Fut10",44,32
"Fut11",104,91
"Fut2",10,15
"Fut4",0,0
"Fut4-ps1",0,0
"Fut7",2,1
"Fut8",244,192
"Fut9",1379,2643
"Fuz",355,347
"Fv1",1,1
"Fxn",20,38
"Fxr1",543,492
"Fxr2",1157,954
"Fxyd1",319,308
"Fxyd2",38,16
"Fxyd3",41,53
"Fxyd4",0,0
"Fxyd5",53,88
"Fxyd6",981,947
"Fxyd7",259,381
"Fyb",42,39
"Fyco1",529,399
"Fyn",1241,957
"Fyttd1",563,517
"Fzd1",29,20
"Fzd10",5,14
"Fzd2",127,124
"Fzd3",1001,1445
"Fzd4",17,31
"Fzd5",4,12
"Fzd6",29,40
"Fzd7",18,9
"Fzd8",15,7
"Fzd9",20,14
"Fzr1",311,300
"G0s2",42,12
"G2e3",328,324
"G3bp1",612,498
"G3bp2",2374,1882
"G530011O06Rik",8,17
"G630025P09Rik",3,2
"G630055G22Rik",0,0
"G630064G18Rik",0,0
"G630071F17Rik",1,2
"G630090E17Rik",0,0
"G630093K05Rik",1,0
"G6b",1,0
"G6bos",0,0
"G6pc",9,0
"G6pc2",0,0
"G6pc3",198,197
"G6pd2",0,0
"G6pdx",86,52
"G730013B05Rik",0,0
"Gaa",979,702
"Gab1",179,246
"Gab2",175,176
"Gab3",41,36
"Gabarap",585,469
"Gabarapl1",4248,4066
"Gabarapl2",779,568
"Gabbr1",3102,3099
"Gabbr2",795,1035
"Gabpa",60,41
"Gabpb1",71,101
"Gabpb2",143,91
"Gabra1",2882,3995
"Gabra2",924,363
"Gabra3",435,816
"Gabra4",1027,1125
"Gabra5",1291,368
"Gabra6",0,0
"Gabrb1",1131,640
"Gabrb2",2309,2268
"Gabrb3",1392,959
"Gabrd",84,238
"Gabre",0,0
"Gabrg1",161,115
"Gabrg2",1228,1214
"Gabrg3",3,7
"Gabrp",0,0
"Gabrq",6,2
"Gabrr1",0,0
"Gabrr2",3,1
"Gabrr3",0,0
"Gad1",1515,1176
"Gad1os",1,2
"Gad2",926,789
"Gadd45a",23,54
"Gadd45b",77,51
"Gadd45g",331,210
"Gadd45gip1",503,451
"Gadl1",1,3
"Gak",528,445
"Gal",5,2
"Gal3st1",8,11
"Gal3st2",0,0
"Gal3st3",454,339
"Gal3st4",67,48
"Galc",64,57
"Gale",171,186
"Galk1",78,85
"Galk2",74,52
"Galm",17,11
"Galns",26,16
"Galnt1",546,546
"Galnt10",20,26
"Galnt11",88,43
"Galnt12",10,10
"Galnt13",52,106
"Galnt14",89,74
"Galnt15",1,0
"Galnt16",523,256
"Galnt18",241,134
"Galnt2",266,322
"Galnt3",42,8
"Galnt4",41,30
"Galnt5",0,5
"Galnt6",37,54
"Galnt7",184,181
"Galnt9",1109,919
"Galntl5",0,3
"Galntl6",94,85
"Galp",0,0
"Galr1",3,0
"Galr2",0,0
"Galr3",0,0
"Galt",173,275
"Gamt",76,71
"Gan",47,39
"Ganab",541,442
"Ganc",97,96
"Gap43",2458,2857
"Gapdh",298,286
"Gapdhs",0,0
"Gapt",0,0
"Gapvd1",517,582
"Gar1",220,217
"Garem",305,175
"Gareml",43,39
"Garnl3",143,606
"Gars",816,773
"Gart",166,117
"Gas1",105,65
"Gas2",35,44
"Gas2l1",416,319
"Gas2l2",22,32
"Gas2l3",27,18
"Gas5",1355,1006
"Gas6",479,497
"Gas7",2152,2478
"Gas8",54,63
"Gast",2,2
"Gata1",0,0
"Gata2",20,18
"Gata3",1,0
"Gata4",0,0
"Gata5",0,0
"Gata5os",0,0
"Gata6",1,0
"Gatad1",598,666
"Gatad2a",359,311
"Gatad2b",624,617
"Gatb",48,62
"Gatc",227,187
"Gatm",186,157
"Gatsl2",502,650
"Gatsl3",11,15
"Gba",79,93
"Gba2",339,273
"Gbas",535,469
"Gbe1",48,71
"Gbf1",602,552
"Gbgt1",0,0
"Gbp10",1,0
"Gbp11",0,4
"Gbp2",16,4
"Gbp2b",0,0
"Gbp3",14,27
"Gbp4",7,4
"Gbp5",8,28
"Gbp6",5,2
"Gbp7",73,80
"Gbp8",0,0
"Gbp9",7,7
"Gbx1",0,0
"Gbx2",0,0
"Gc",63,0
"Gca",93,220
"Gcat",54,59
"Gcc1",128,129
"Gcc2",1787,1792
"Gcdh",107,95
"Gcfc2",127,88
"Gcg",0,0
"Gcgr",0,0
"Gch1",8,9
"Gchfr",2,0
"Gck",40,8
"Gckr",3,0
"Gclc",502,486
"Gclm",268,213
"Gcm1",0,0
"Gcm2",0,0
"Gcn1l1",217,160
"Gcnt1",27,20
"Gcnt2",208,262
"Gcnt3",1,0
"Gcnt4",12,70
"Gcnt7",0,0
"Gcsam",1,0
"Gcsh",263,221
"Gda",3606,4112
"Gdap1",1404,1239
"Gdap10",39,60
"Gdap1l1",375,340
"Gdap2",289,206
"Gde1",1358,1460
"Gdf1",0,0
"Gdf10",80,10
"Gdf11",38,15
"Gdf15",5,0
"Gdf2",1,0
"Gdf3",0,2
"Gdf5",1,1
"Gdf6",0,0
"Gdf7",0,0
"Gdf9",6,11
"Gdi1",1923,1715
"Gdi2",1255,1144
"Gdnf",4,5
"Gdpd1",738,558
"Gdpd2",97,24
"Gdpd3",8,12
"Gdpd4",0,0
"Gdpd5",34,71
"Gdpgp1",31,32
"Gem",7,1
"Gemin2",18,9
"Gemin4",28,27
"Gemin5",93,88
"Gemin6",16,23
"Gemin7",133,117
"Gemin8",23,17
"Gen1",3,3
"Get4",160,156
"Gfap",936,371
"Gfer",90,118
"Gfi1",0,0
"Gfi1b",0,0
"Gfm1",139,140
"Gfm2",264,216
"Gfod1",613,573
"Gfod2",49,38
"Gfpt1",613,673
"Gfpt2",18,20
"Gfra1",898,351
"Gfra2",203,720
"Gfra3",0,0
"Gfra4",289,275
"Gfral",3,0
"Gfy",0,1
"Gga1",260,217
"Gga2",191,192
"Gga3",388,390
"Ggact",291,259
"Ggct",234,170
"Ggcx",93,70
"Ggh",85,45
"Ggn",4,1
"Ggnbp1",21,15
"Ggnbp2",2403,2679
"Ggnbp2os",32,35
"Ggps1",259,270
"Ggt1",10,13
"Ggt5",9,12
"Ggt6",0,0
"Ggt7",83,75
"Ggta1",15,7
"Gh",3,31
"Ghdc",25,27
"Ghitm",1736,1553
"Ghr",57,32
"Ghrh",0,2
"Ghrhr",0,0
"Ghrl",5,0
"Ghsr",5,0
"Gid4",386,362
"Gid8",526,489
"Gif",3,0
"Gigyf1",442,359
"Gigyf2",668,644
"Gimap1",5,11
"Gimap3",0,0
"Gimap4",3,12
"Gimap5",1,3
"Gimap6",8,4
"Gimap7",0,0
"Gimap8",6,5
"Gimap9",3,2
"Gin1",55,39
"Ginm1",91,61
"Gins1",4,6
"Gins2",340,198
"Gins3",35,20
"Gins4",93,73
"Gip",0,0
"Gipc1",168,165
"Gipc2",4,19
"Gipc3",0,0
"Gipr",1,1
"Git1",1381,1330
"Git2",119,101
"Gja1",976,679
"Gja10",0,0
"Gja3",4,0
"Gja4",27,19
"Gja5",0,0
"Gja6",0,0
"Gja8",0,0
"Gjb1",81,81
"Gjb2",31,33
"Gjb3",6,0
"Gjb4",0,0
"Gjb5",0,0
"Gjb6",406,344
"Gjc1",51,64
"Gjc2",115,126
"Gjc3",134,155
"Gjd2",32,16
"Gjd3",0,0
"Gjd4",1,0
"Gje1",1,0
"Gk2",0,0
"Gk5",15,2
"Gkap1",305,272
"Gkn1",0,1
"Gkn2",0,0
"Gkn3",14,16
"Gla",48,58
"Glb1",109,127
"Glb1l",122,129
"Glb1l2",14,12
"Glb1l3",0,0
"Glcci1",322,489
"Glce",73,108
"Gldc",63,28
"Gldn",19,7
"Gldnos",0,0
"Gle1",221,194
"Glg1",1180,1130
"Gli1",19,17
"Gli2",15,14
"Gli3",73,80
"Glipr1",19,9
"Glipr1l1",0,0
"Glipr1l2",0,0
"Glipr2",14,19
"Glis1",14,5
"Glis2",30,28
"Glis3",57,18
"Glmn",171,177
"Glmp",150,100
"Glo1",484,305
"Glod4",538,542
"Glod5",2,2
"Glp1r",0,0
"Glp2r",24,15
"Glra1",6,17
"Glra2",35,62
"Glra3",14,49
"Glra4",0,0
"Glrb",737,815
"Glrp1",0,6
"Glrx",199,171
"Glrx2",823,827
"Glrx3",0,0
"Glrx5",638,515
"Gls",1961,1725
"Gls2",104,170
"Glt1d1",61,66
"Glt28d2",4,8
"Glt6d1",0,0
"Glt8d1",267,258
"Glt8d2",88,107
"Gltp",150,161
"Gltpd2",1,0
"Gltscr1",11,10
"Gltscr1l",632,617
"Gltscr2",221,188
"Glud1",1515,1125
"Glul",9177,8053
"Glyat",14,0
"Glyatl3",0,0
"Glycam1",4,0
"Glyctk",18,34
"Glyr1",924,778
"Gm10007",0,0
"Gm10012",1042,960
"Gm10024",0,0
"Gm10033",77,78
"Gm10037",1,0
"Gm10046",1,2
"Gm10052",9,1
"Gm10057",0,0
"Gm10058",0,0
"Gm10069",28,26
"Gm10081",0,0
"Gm10094",230,142
"Gm10096",0,0
"Gm10100",0,0
"Gm10104",0,0
"Gm10125",3,5
"Gm10142",0,0
"Gm10147",0,0
"Gm10190",10,5
"Gm10220",12,9
"Gm10228",0,0
"Gm10229",0,0
"Gm10230",0,0
"Gm10248",0,0
"Gm10256",0,0
"Gm10267",0,0
"Gm10272",0,0
"Gm10280",0,0
"Gm10318",0,0
"Gm10319",0,0
"Gm10324",0,0
"Gm10334",0,9
"Gm10336",70,63
"Gm10352",0,0
"Gm10354",0,0
"Gm10364",0,2
"Gm10371",4,7
"Gm10373",0,0
"Gm10375",0,0
"Gm10377",0,2
"Gm10389",7,16
"Gm10390",3,6
"Gm10400",2,1
"Gm10406",12,7
"Gm10408",9,8
"Gm10409",12,7
"Gm10413",0,1
"Gm10415",0,0
"Gm10416",2,0
"Gm10421",0,8
"Gm10432",460,550
"Gm10433",0,2
"Gm10436",0,0
"Gm10439",0,0
"Gm10440",0,0
"Gm10445",0,0
"Gm1045",2,4
"Gm10451",0,0
"Gm10466",0,0
"Gm10471",35,12
"Gm10486",0,0
"Gm10487",0,0
"Gm10488",0,0
"Gm10494",0,0
"Gm10509",0,0
"Gm10510",0,0
"Gm10512",0,0
"Gm10516",43,24
"Gm10532",0,0
"Gm10536",6,3
"Gm10538",7,2
"Gm10548",7,8
"Gm10549",0,0
"Gm10556",1,0
"Gm10560",8,1
"Gm10578",0,0
"Gm10584",0,0
"Gm10591",0,0
"Gm10619",0,0
"Gm10635",1,15
"Gm10636",0,0
"Gm10637",0,0
"Gm10638",17,16
"Gm10639",0,0
"Gm10640",0,2
"Gm10649",4,1
"Gm10653",12,6
"Gm10658",3,2
"Gm10662",0,0
"Gm10665",0,0
"Gm10666",0,0
"Gm10670",0,0
"Gm10677",109,74
"Gm10681",3,1
"Gm10684",0,3
"Gm10696",0,0
"Gm10697",0,0
"Gm10714",0,1
"Gm10731",1,1
"Gm10732",0,0
"Gm10745",0,0
"Gm10754",0,7
"Gm10767",28,19
"Gm10768",7,2
"Gm10778",75,84
"Gm10782",0,0
"Gm10785",4,17
"Gm10787",0,0
"Gm10789",1,1
"Gm10790",0,3
"Gm10791",0,1
"Gm10804",0,0
"Gm10814",10,6
"Gm10823",0,0
"Gm10825",1,0
"Gm10845",3,1
"Gm10857",2,4
"Gm10863",4,3
"Gm10865",11,20
"Gm10872",0,0
"Gm10921",0,0
"Gm10922",0,0
"Gm10941",3,3
"Gm1110",1,0
"Gm11110",2,0
"Gm11127",4,1
"Gm11128",6,3
"Gm11149",43,29
"Gm11166",0,0
"Gm11186",0,1
"Gm11190",0,2
"Gm11201",89,23
"Gm11213",0,0
"Gm1123",0,0
"Gm11236",0,0
"Gm11237",0,0
"Gm11240",0,0
"Gm11346",1,0
"Gm11351",0,0
"Gm1140",0,0
"Gm1141",4,1
"Gm11413",0,2
"Gm11423",4,9
"Gm11426",0,0
"Gm11437",4,0
"Gm11468",0,0
"Gm11487",0,0
"Gm11517",3,4
"Gm11529",0,0
"Gm11538",0,0
"Gm11541",0,0
"Gm11544",0,0
"Gm11545",0,0
"Gm11548",0,0
"Gm11549",22,217
"Gm11554",0,0
"Gm11559",0,0
"Gm11562",0,0
"Gm11563",0,0
"Gm11564",0,0
"Gm11565",0,0
"Gm11567",0,0
"Gm11568",0,0
"Gm11569",0,0
"Gm11595",0,0
"Gm11596",0,0
"Gm11627",18,32
"Gm11651",0,0
"Gm11665",0,0
"Gm11681",32,1
"Gm11696",14,8
"Gm11710",0,1
"Gm11711",0,0
"Gm11715",155,142
"Gm11729",2,0
"Gm11733",0,1
"Gm11744",32,24
"Gm11747",4,9
"Gm11757",0,0
"Gm11758",0,0
"Gm11762",1,6
"Gm11780",0,0
"Gm11837",100,122
"Gm11937",0,0
"Gm11938",0,0
"Gm11944",98,69
"Gm11961",0,4
"Gm11974",21,19
"Gm11978",0,0
"Gm11981",0,0
"Gm11985",3,1
"Gm11992",1,1
"Gm12",0,0
"Gm12018",0,0
"Gm12060",8,1
"Gm12070",111,100
"Gm12108",3,1
"Gm12128",0,0
"Gm12130",0,0
"Gm12159",0,0
"Gm12169",0,0
"Gm12171",0,0
"Gm12185",0,0
"Gm12191",147,135
"Gm12216",24,13
"Gm12238",0,0
"Gm12250",0,5
"Gm12253",0,0
"Gm12295",0,4
"Gm12298",0,0
"Gm12338",1478,1307
"Gm12359",87,49
"Gm12409",0,0
"Gm12440",0,0
"Gm12504",58,83
"Gm12505",0,2
"Gm12522",34,27
"Gm12530",0,0
"Gm12596",30,32
"Gm12603",0,0
"Gm12633",0,0
"Gm12657",22,21
"Gm12669",81,58
"Gm12695",0,1
"Gm12709",178,97
"Gm12718",0,0
"Gm12789",0,0
"Gm12794",0,0
"Gm128",1,6
"Gm12830",0,0
"Gm12866",3,3
"Gm12886",0,0
"Gm12887",0,0
"Gm12888",0,0
"Gm12942",23,31
"Gm12992",332,240
"Gm13003",1,2
"Gm13023",0,0
"Gm13030",0,0
"Gm13031",4,0
"Gm13032",0,0
"Gm13034",5,5
"Gm13040",0,0
"Gm13043",0,0
"Gm13051",0,1
"Gm13057",0,0
"Gm13078",0,0
"Gm13083",0,0
"Gm13084",0,0
"Gm13088",0,0
"Gm13090",0,0
"Gm13102",4,2
"Gm13103",0,0
"Gm13119",0,0
"Gm13124",0,0
"Gm13125",0,0
"Gm13128",0,0
"Gm13139",26,23
"Gm13152",0,0
"Gm13154",0,0
"Gm13157",15,8
"Gm13177",0,0
"Gm13178",0,0
"Gm13212",0,1
"Gm1322",0,0
"Gm13238",6,5
"Gm13242",0,0
"Gm13247",0,0
"Gm13251",0,0
"Gm13271",0,0
"Gm13272",0,0
"Gm13275",0,0
"Gm13276",0,0
"Gm13277",0,0
"Gm13278",0,0
"Gm13279",0,0
"Gm13283",0,0
"Gm13285",0,0
"Gm13286",0,0
"Gm13287",0,0
"Gm13288",0,0
"Gm13289",0,0
"Gm13290",0,0
"Gm13293",23,29
"Gm13304",0,0
"Gm13305",37,71.6666666666667
"Gm13306",52,116.666666666667
"Gm13308",0,3
"Gm13315",15,2
"Gm13363",160,168
"Gm13375",63,31
"Gm13446",21,40
"Gm13483",13,13
"Gm13490",0,0
"Gm13497",0,1
"Gm13498",80,48
"Gm13539",0,0
"Gm13544",1,5
"Gm13546",0,0
"Gm13547",0,0
"Gm13580",0,0
"Gm13582",0,1
"Gm136",0,3
"Gm13629",34,57
"Gm13710",0,1
"Gm13749",0,0
"Gm13752",0,0
"Gm13769",0,0
"Gm13807",1,7
"Gm13830",23,11
"Gm13871",0,0
"Gm13889",423,335
"Gm13944",5,0
"Gm13985",0,0
"Gm13986",2,1
"Gm14005",3,9
"Gm14015",0,0
"Gm14023",3,2
"Gm14057",82,57
"Gm14085",0,1
"Gm14092",1,3
"Gm14124",1,0
"Gm14137",0,2
"Gm14139",0,0
"Gm14151",0,0
"Gm14164",452,316
"Gm14169",45,66
"Gm14204",37,28
"Gm14207",3,5
"Gm14288",9,4
"Gm14295",29,17
"Gm14296",234,150
"Gm14305",13,5
"Gm14308",139,85
"Gm14322",25,36
"Gm14325",114,73
"Gm14326",50,37
"Gm14327",10,6
"Gm14345",0,0
"Gm14346",0,0
"Gm14347",0,0
"Gm14351",0,0
"Gm14374",0,0
"Gm14379",2,1
"Gm14391",20,21
"Gm14393",1,3
"Gm14403",33,20
"Gm14405",4,3
"Gm14420",32,32
"Gm14430",43,23
"Gm14431",71,60
"Gm14434",43,23
"Gm14436",0,1
"Gm14440",15,15
"Gm14458",0,0
"Gm14459",0,0
"Gm14461",0,0
"Gm14474",0,0
"Gm14475",0,0
"Gm14476",0,0
"Gm14477",0,0
"Gm14478",0,0
"Gm14479",0,0
"Gm14482",0,0
"Gm14483",0,0
"Gm14484",0,0
"Gm14496",0,0
"Gm14499",0,0
"Gm14501",0,0
"Gm14511",0,0
"Gm14525",0,0
"Gm14548",0,0
"Gm14625",0,0
"Gm14632",0,0
"Gm14634",0,6
"Gm14635",0,0
"Gm14685",1,2
"Gm14692",0,0
"Gm14718",5,0
"Gm14725",0,0
"Gm14743",0,0
"Gm14744",0,0
"Gm14781",0,0
"Gm14812",0,0
"Gm14819",0,0
"Gm14827",57,67
"Gm14850",0,0
"Gm14851",0,0
"Gm14858",2,0
"Gm14920",0,0
"Gm15008",0,2
"Gm15023",0,0
"Gm15056",0,0
"Gm15080",0,0
"Gm15085",0,0
"Gm15091",0,0
"Gm15093",0,0
"Gm15097",0,0
"Gm15104",0,0
"Gm15107",0,0
"Gm15114",0,0
"Gm15127",0,0
"Gm15133",0,0
"Gm15140",0,0
"Gm15179",0,0
"Gm15217",9,12
"Gm1527",0,0
"Gm15284",0,0
"Gm15292",0,0
"Gm15293",0,0
"Gm15299",0,0
"Gm15308",0,0
"Gm15315",0,0
"Gm15319",4,7
"Gm15326",1,0
"Gm15328",15,7
"Gm15348",0,0
"Gm15350",0,5
"Gm15386",0,0
"Gm15401",2,0
"Gm15408",1,13
"Gm15412",4,0
"Gm15413",7,2
"Gm15417",45,32
"Gm15421",305,190
"Gm15441",0,0
"Gm15446",17,19
"Gm15455",84,38
"Gm15471",3,3
"Gm1553",0,0
"Gm15545",0,1
"Gm156",0,0
"Gm15612",7,15
"Gm1564",6,11
"Gm15645",8,7
"Gm15663",25,47
"Gm15679",4,5
"Gm15694",11,9
"Gm15698",0,0
"Gm15706",154,173
"Gm15708",2,10
"Gm15713",3,3
"Gm15760",25,34
"Gm15772",0,0
"Gm15787",12,12
"Gm15800",834,994
"Gm15816",32,45
"Gm15850",0,0
"Gm15867",1,7
"Gm1587",0,1
"Gm15880",3,2
"Gm15881",3,0
"Gm15908",0,0
"Gm15910",4,7
"Gm15915",0,0
"Gm15941",1,0
"Gm15972",7,2
