Reaction_ID,Reaction_name,Subsystem
AMETr,S-Adenosyl-L-methionine intracellular diffusion,"Transport, endoplasmic reticular"
AMETt2m,"S-Adenosyl-L-methionine reversible transport, mitochondrial","Transport, mitochondrial"
AMPDA,Adenosine monophosphate deaminase,Nucleotide interconversion
AMPTASECGe,Alanyl aminopeptidase (cys-gly) (e),Glutathione metabolism
AMPtp,"AMP transporter, peroxisome","Transport, peroxisomal"
AMY1e,"Alpha-amylase, extracellular (strch1 -> strch2)",Starch and sucrose metabolism
AMY2e,"Alpha-amylase, extracellular (glygn2 -> glygn4)",Starch and sucrose metabolism
ANDRSTRNGLCte,Glucuronidated compound transport,"Transport, extracellular"
ANDRSTRNGLCtr,Glucuronidated compound transport (ER),"Transport, endoplasmic reticular"
ANDRSTRNte,Androsterone transport,"Transport, extracellular"
ANDRSTRNtr,Androsterone intracellular transport,"Transport, endoplasmic reticular"
ANTIPYRENEte,Xenobiotic transport,"Transport, extracellular"
AOBUTDsm,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous)","Glycine, serine, alanine, and threonine metabolism"
APAT2rm,3-Aminopropanoate:2-oxoglutarate aminotransferase (m),Beta-Alanine metabolism
APNNOXte,Xenobiotic transport,"Transport, extracellular"
APOCF,Apocarboxylase formation,Biotin metabolism
APOCFm,"Apocarboxylase formation, mitochondrial",Biotin metabolism
APOC_LYS_BTNP,Proteolysis of apoC-Lys-btn,Biotin metabolism
APOC_LYS_BTNPm,"Proteolysis of apoC-Lys-btn, mitochondrial",Biotin metabolism
APPNNte,Xenobiotic transport,"Transport, extracellular"
APRTO2,N acetylputrescine oxygen oxireductase  deaminating ,Arginine and proline metabolism
AQCOBALt,Aquacob(III)alamin uptake,"Transport, extracellular"
ARAB_Lt,L arabinoase extracellular transport,"Transport, extracellular"
ARABR,Arabinose reductase,Pentose phosphate pathway
ARACHCOAtx,Fatty acid intracellular transport,"Transport, peroxisomal"
ARACHCPT1,Carnitine transferase,Fatty acid oxidation
ARACHCPT2,Carnitine transferase,Fatty acid oxidation
ARACHCRNt,Transport into the mitochondria (carnitine),Fatty acid oxidation
ARACHDCOAtx,Fatty acid intracellular transport,"Transport, peroxisomal"
ARACHDt2,Fatty acid transport via diffusion,"Transport, extracellular"
ARACHDtr,Intracellular transport,"Transport, endoplasmic reticular"
ARACHt,Fatty acid transport via diffusion,"Transport, extracellular"
ARGDCm,"Arginine decarboxylase, mitochondrial",Arginine and proline metabolism
ARGLYSex,Arginine/Lysine exchanger (Arg in),"Transport, extracellular"
ARGNm,Arginase (m),Urea cycle
ARGSS,Argininosuccinate synthase,Alanine and aspartate metabolism
ARGt4,L-arginine transport in via sodium symport,"Transport, extracellular"
ARGtm,Arginine mitochondrial transport via ornithine carrier,"Transport, mitochondrial"
ARSA,Arylsulfatase A,Sphingolipid metabolism
ARTCOAL1_cho,R group coenzyme a ligase,R group synthesis
ARTCOAL2_cho,R group coenzyme a ligase,R group synthesis
ARTCOAL3_cho,R group coenzyme a ligase,R group synthesis
R_group_phosphotase_1,R group phosphotase 1,Miscellaneous
R_group_phosphotase_2,R group phosphotase 2,Miscellaneous
R_group_phosphotase_3,R group phosphotase 3,Miscellaneous
ARTFR208,R group artificial flux,R group synthesis
ARTPLM3,R group to palmitate conversion,R group synthesis
ARTPLM3m,R group to palmitate conversion,R group synthesis
ASAH1,N-acylsphingosine amidohydrolase,Sphingolipid metabolism
ASCBOX_1,Ascorbic Acid Oxidase,Vitamin C metabolism
ASCBt,L-ascorbate transport via facilitated diffusion,"Transport, extracellular"
ASCBt4,L-ascorbate transport via proton symport,"Transport, extracellular"
ASNALANaEx,L-alanine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, extracellular"
ASNCYSNaEx,L-cysteine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, extracellular"
ASNGLNNaEx,L-glutamine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, extracellular"
ASNNm,L-asparaginase (mitochondrial),Alanine and aspartate metabolism
ASNS1,Asparagine synthase (glutamine-hydrolysing),Alanine and aspartate metabolism
ASNSERNaEx,L-serine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, extracellular"
ASNt4,L-asparagine transport in via sodium symport,"Transport, extracellular"
ASNTHRNaEx,L-threonine/L-asparagine Na-dependent exchange (Asn-L in),"Transport, extracellular"
ASNtm,"L-asparagine transport, mitochondrial","Transport, mitochondrial"
ASNtN1,"Asparagine transport (Na, H coupled)","Transport, extracellular"
ASPCT,Aspartate carbamoyltransferase,Pyrimidine synthesis
ASPDt6,"D-aspartate transport via Na, H symport and K antiport","Transport, extracellular"
ASPDxt,"D-aspartate transport, peroxisomal","Transport, peroxisomal"
ASPGLUm,Aspartate-glutamate mitochondrial shuttle,"Transport, mitochondrial"
ASPNATm,"Aspartate N-acetyltransferase, mitochondrial",Alanine and aspartate metabolism
ASPt6,"L-aspartate transport via Na, H symport and K antiport","Transport, extracellular"
ASPTAm,Aspartate transaminase,Alanine and aspartate metabolism
ATP1ter,"ADP/ATP transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
ATP2ter,"AMP/ATP transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
ATPH1e,ATP diphosphohydrolase,Nucleotide interconversion
ATPH2e,ATP diphosphohydrolase,Nucleotide interconversion
ATPtm,"ADP/ATP transporter, mitochondrial","Transport, mitochondrial"
ATPtn,ATP diffusion in nucleus,"Transport, nuclear"
ATPtx,"ATP transporter, peroxisomal","Transport, peroxisomal"
AVITE2t,Alpha-tocotrienol (Vit. E) transport,"Transport, extracellular"
B_MANNASEly,"Beta-mannosidase, lysosomal",N-glycan degradation
B3GALT3g,"Beta-1,3-galactosyltransferase 3",Sphingolipid metabolism
B3GALT41g,"Beta-1,3-galactosyltransferase 4",Sphingolipid metabolism
B3GALT42g,"Beta-1,3-galactosyltransferase 4",Sphingolipid metabolism
B3GALT43g,"Beta-1,3-galactosyltransferase 4",Sphingolipid metabolism
B3GALT44g,"Beta-1,3-galactosyltransferase 4",Sphingolipid metabolism
B3GALT5g,"Beta-1,3-galactosyltransferase 5",Sphingolipid metabolism
B3GALTg,Beta galactosyltransferase,Blood group synthesis
B3GNT11g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",Blood group synthesis
B3GNT12g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",Blood group synthesis
B3GNT310g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Blood group synthesis
B3GNT311g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Blood group synthesis
B3GNT312g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Blood group synthesis
B3GNT313g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Blood group synthesis
B3GNT314g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Blood group synthesis
B3GNT315g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Blood group synthesis
B3GNT31g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT32g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT33g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT34g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT35g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT36g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT37g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT39g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",Sphingolipid metabolism
B3GNT51g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",Blood group synthesis
BAAT1x,Bile acid Coenzyme A: amino acid N-acyltransferase,Bile acid synthesis
BAAT2x,Bile acid Coenzyme A: amino acid N-acyltransferase,Bile acid synthesis
BAAT3x,Bile acid Coenzyme A: amino acid N-acyltransferase,Bile acid synthesis
BAAT4x_cho,Bile acid Coenzyme A: amino acid N-acyltransferase,Bile acid synthesis
BACCL,Biotin acetyl CoA carboxylase ligase,Biotin metabolism
BACCLm,"Biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial",Biotin metabolism
BALAtmr,"Beta-alanine transport, mitochondria","Transport, mitochondrial"
BALAVECSEC_1,B-Alanine Secretion via Secretory Vesicle (ATP Driven),"Transport, extracellular"
BAMPPALDOX,Beta-Aminopropion aldehyde NAD+ oxidoreductase,Beta-Alanine metabolism
BBHOX,"4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",Lysine metabolism
BCDO,Beta-Carotene dioxygenase,Vitamin A metabolism
BDHm,"3-Hydroxybutanoate:NAD+ oxidoreductase, mitochondria",Butanoate metabolism
BETALDHxm,"Betaine-aldehyde dehydrogenase, mitochondrial","Glycine, serine, alanine, and threonine metabolism"
BHBt,(R)-3-Hydroxybutanoate transport via H+ symport,"Transport, extracellular"
BHBtm,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport,"Transport, mitochondrial"
BHMT,Betaine-homocysteine S-methyltransferase,"Glycine, serine, alanine, and threonine metabolism"
BILDGLCURt,Bilirubin beta-diglucuronide transport via bicarbonate countertransport,"Transport, extracellular"
BILDGLCURte,Bilirubin beta-diglucuronide transport MDR,"Transport, extracellular"
BILDGLCURtr,Glucuronidated compound transport,"Transport, endoplasmic reticular"
BILGLCURt,Bilirubin monoglucuronide transport via bicarbonate countertransport,"Transport, extracellular"
BILGLCURte,Bilirubin monoglucuronide transport MDR,"Transport, extracellular"
BILGLCURtr,Glucuronidated compound transport,"Transport, endoplasmic reticular"
BILIRED,Nad(p)h biliverdin reductase,Heme degradation
BILIRUBt2,Bilirubin transport via bicarbonate countertransport,"Transport, extracellular"
BILIRUBtr,"Lipid, flip-flop intracellular transport","Transport, endoplasmic reticular"
BIOCYTtn,"Biocytin transport, nuclear","Transport, nuclear"
BMTer_U,"B mannosyltransferase, endoplasmic reticulum",Phosphatidylinositol phosphate metabolism
BPNT2,3-Phospho-5-adenylyl sulfate 3-phosphohydrolase,Nucleotide interconversion
BTND1,Biotinidase (biotin),Biotin metabolism
BTND1n,"Biotinidase (biotin), nuclear",Biotin metabolism
BTNDe,"Biotinidase (biotin), extracellular",Biotin metabolism
BTNDm,"Biotinidase (biotin), mitochondrial",Biotin metabolism
BTNPL,Holocarboxylase synthestase (biotin protein ligase),Biotin metabolism
BTNPLm,"Holocarboxylase synthestase (biotin protein ligase), mitochondrial",Biotin metabolism
BTNt2i,Biotin uptake,"Transport, extracellular"
BTNt2m,"Biotin reversible transport via proton symport, mitochondria","Transport, mitochondrial"
BTNt3i_1,Biotin Transport via Sodium Symport,"Transport, extracellular"
BTNt4i,Biotin uptake (antiport),"Transport, extracellular"
BTNtn,"Biotin transport, nuclear","Transport, nuclear"
BUP2,Beta-ureidopropionase (D-3-amino-isobutanoate forming),Pyrimidine catabolism
BUTt2m,"Butyrate mitochondrial transport via proton symport, reversible","Transport, mitochondrial"
BVITEt,Beta-Tocopherol (Vit. E) transport,"Transport, extracellular"
BZt,Benzoate transport (diffusion),"Transport, extracellular"
BZtr,"Benzene transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
C14STRr,C-14 sterol reductase,Cholesterol metabolism
C160CPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation
C160CPT2,C160 transport into the mitochondria,Fatty acid oxidation
C160CRNt,C160 transport into the mitochondria,Fatty acid oxidation
C161CPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation
C161CPT12,Carnitine O-palmitoyltransferase,Fatty acid oxidation
C161CPT2,C161 transport into the mitochondria,Fatty acid oxidation
C161CPT22,C161 transport into the mitochondria,Fatty acid oxidation
C161CRN2t,C161 transport into the mitochondria,Fatty acid oxidation
C161CRNt,C161 transport into the mitochondria,Fatty acid oxidation
C180CPT1,Carnitine O-stearoyl transferase,Fatty acid oxidation
C180CPT2,Carnitine O-stearoyl transferase,Fatty acid oxidation
C180CRNt,C180 transport into the mitochondria,Fatty acid oxidation
C181CPT1,Carnitine octadecenoyl transferase,Fatty acid oxidation
C181CPT2,Carnitine octadecenoyl transferase,Fatty acid oxidation
C181CRNt,C181 transport into the mitochondria,Fatty acid oxidation
C204CPT1,Carnitine C20:4 transferase,Fatty acid oxidation
C204CPT2,Arachidonic acid transport into the mitochondria,Fatty acid oxidation
C204CRNt,Arachidonic acid transport into the mitochondria,Fatty acid oxidation
C226COAtx,Fatty acid intracellular transport,"Transport, peroxisomal"
C226CPT1,Carnitine C22:6 transferase,Fatty acid oxidation
C226CPT2,C226 transport into the mitochondria,Fatty acid oxidation
C226CRNt,C226 transport into the mitochondria,Fatty acid oxidation
C3STDH1Pr,C-3 sterol dehydrogenase (4-methylzymosterol),Cholesterol metabolism
C3STDH1r,C-3 sterol dehydrogenase (4-methylzymosterol),Cholesterol metabolism
C3STKR2r,C-3 sterol keto reductase (zymosterol),Cholesterol metabolism
C4STMO1r,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)",Cholesterol metabolism
C4STMO2Pr,C-4 methyl sterol oxidase,Cholesterol metabolism
C4STMO2r,C-4 methyl sterol oxidase,Cholesterol metabolism
CAATPS_1,Ca ATPase,"Transport, extracellular"
CAROtr,Beta-carotene transport via diffusion,"Transport, extracellular"
CARVEOLte,Xenobiotic transport,"Transport, extracellular"
CAT2p,"Catalase A, peroxisomal (ethanol)",Glycolysis/gluconeogenesis
CAt7r,"Calcium / sodium antiporter (1:3), reversible","Transport, extracellular"
CATm,Catalase,ROS detoxification
CATp,Catalase A  peroxisomal,Miscellaneous
CBL2OR,NADH:cob(III)alamine oxidoreductase,Vitamin B12 metabolism
CBL2tm,"Cob(II)alamine transport, mitochondrial","Transport, mitochondrial"
CBPPer,"Carbamoyl phosphate phosphotransferase, endoplasmic reticulum",Glycolysis/gluconeogenesis
CBPSam,Carbamoyl-phosphate synthase (ammonia) (mitochondria,Glutamate metabolism
CBPter,"Carbamoyl phosphate transport, endoplasmic reticulum","Transport, endoplasmic reticular"
CBR2,Carbonyl reductase [NADPH] 1,Eicosanoid metabolism
CDIPTr,Phosphatidylinositol synthase (Homo sapiens),Glycerophospholipid metabolism
CDPDAGtm,Intracellular transport,"Transport, mitochondrial"
CDS,Phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
CDSm,Phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
CEPTC,Choline phosphotransferase,Glycerophospholipid metabolism
CEPTE,Ethanolamine phosphotransferase,Glycerophospholipid metabolism
CERK,Ceramide kinase,Sphingolipid metabolism
CERT1gt,Ceramide transport protein,"Transport, golgi apparatus"
CERT1rt,Ceramide transport protein,"Transport, endoplasmic reticular"
CERT2gt,Ceramide transport protein,"Transport, golgi apparatus"
CERT2rt,Ceramide transport protein,"Transport, endoplasmic reticular"
CGLYt3_2,Cys-Gly transport in via proton symport,"Transport, extracellular"
CH25H,Cholesterol 25-hydroxylase,Bile acid synthesis
CHAT,Choline O-acetyltransferase,Glycerophospholipid metabolism
CHATn,Choline O-acetyltransferase,Glycerophospholipid metabolism
CHLP,Choline phosphate phosphatase,Glycerophospholipid metabolism
CHLPCTD,Choline phosphate cytididyltransferase,Glycerophospholipid metabolism
CHLtm,Choline transport via diffusion (cytosol to mitochondria),"Transport, mitochondrial"
CHOLATEt,Cholate transport via bicarbonate countertransport,"Transport, extracellular"
CHOLATEt2,Cholate transport via sodium cotransport,"Transport, extracellular"
CHOLATEt3,ABC bile acid transporter,"Transport, extracellular"
CHOLD2m,"Choline dehydrogenase (FAD acceptor), mitochondrial","Glycine, serine, alanine, and threonine metabolism"
CHOLK,Choline kinase,Glycerophospholipid metabolism
CHOLPtg,Choline phosphate intracellular transport,"Transport, golgi apparatus"
CHOLPtl,Choline phosphate intracellular transport,"Transport, lysosomal"
CHOLt4,"Choline, sodium cotransport","Transport, extracellular"
CHOLtg,Choline intracellular transport,"Transport, golgi apparatus"
CHOLtn,"Choline transport, nuclear through pores","Transport, nuclear"
CHOLtr,Choline intracellular transport,"Transport, endoplasmic reticular"
CHOLtu,Choline uniport,"Transport, extracellular"
CHSTEROLSULT,Steroid sulfotransferase,Steroid metabolism
CHSTEROLt1,Cholesterol intracellular transport,"Transport, mitochondrial"
CHSTEROLt2,Cholesterol intracellular transport,"Transport, mitochondrial"
CHSTEROLt3,Cholesterol intracellular transport,"Transport, mitochondrial"
CHSTEROLtg,"Cholesterol efflux (ATP depedent), golgi","Transport, golgi apparatus"
CHTNASE,CHTNASE,Aminosugar metabolism
CHTNASEe,"Chitinase, extracellular",Aminosugar metabolism
CITMCOAHm,"L-Citramalyl-CoA hydro-lyase, mitochondrial",C5-branched dibasic acid metabolism
CITMCOALm,L-Citramalyl-CoA pyruvate-lyase,C5-branched dibasic acid metabolism
CITRtm,"Citrulline transport via diffusion, mitochondria","Transport, mitochondrial"
CITt4_2,Citrate transport via sodium symport,"Transport, extracellular"
CITtam,Citrate transport  mitochondrial,"Transport, mitochondrial"
CITtbm,Citrate transport  mitochondrial,"Transport, mitochondrial"
CK_cho,ATP Creatine kinase,Urea cycle
CKc_cho,ATP Creatine kinase (c),Urea cycle
CLFORtex,Chloride transport via formate countertransport,"Transport, extracellular"
CLHCO3tex2,Chloride transport via bicarbonate countertransport (2:1),"Transport, extracellular"
CLI2tex,Chloride transport via iodide countertransport,"Transport, extracellular"
CLOHtex2_1,Chloride Transport via Hydroxide Antiport (2:1),"Transport, extracellular"
CLOXAtex2,Chloride transport via oxalate countertransport (2:1),"Transport, extracellular"
CLPNDCOAtx,Fatty acid intracellular transport,"Transport, peroxisomal"
CLPNDCPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation
CLPNDCPT2,Carnitine transferase,Fatty acid oxidation
CLPNDCRNt,Transport into the mitochondria (carnitine),Fatty acid oxidation
CLPNDt,Fatty acid transport via diffusion,"Transport, extracellular"
CLS_hs,Cardiolipin synthase (homo sapiens),Glycerophospholipid metabolism
CMPACNAtg,CMP-Sia Golgi transport via CMP antiport,"Transport, golgi apparatus"
CMPACNAtn,CMP-Sia nuclear export,"Transport, nuclear"
ACNMCT,CTP:N-acylneuraminate cytidylyltransferase,Aminosugar metabolism
CMPSASn,"CMP sialic acid synthase, nuclear",Aminosugar metabolism
CO2ter,CO2 endoplasmic reticular transport via diffusion,"Transport, endoplasmic reticular"
CO2tg,CO2 Golgi transport,"Transport, golgi apparatus"
CO2tm,CO2 transport  diffusion   mitochondrial,"Transport, mitochondrial"
CO2tp,CO2 peroxisomal transport,"Transport, peroxisomal"
COAtg,CoA transport in Golgi via diffusion,"Transport, golgi apparatus"
COAtl,CoA transport in lysosome via diffusion,"Transport, lysosomal"
COAtim,CoA transporter  mitochondrial   irreversible,"Transport, mitochondrial"
